Time	x	y	z	rx	ry	rz
9.30	0.350292	-0.022537	0.084590	179.984207	0.017105	110.988754
9.40	0.350445	-0.024385	0.086642	179.988510	0.015497	111.369545
9.50	0.350577	-0.025878	0.088021	179.992554	0.013025	111.500847
9.60	0.350578	-0.026503	0.087090	-179.987823	0.006423	111.504532
9.70	0.350448	-0.026516	0.083892	-179.968216	-0.003530	111.492706
9.80	0.350127	-0.026466	0.077911	-179.916107	-0.032140	111.487846
9.90	0.349881	-0.026415	0.067671	-179.871475	-0.052095	111.497124
10.00	0.349695	-0.026379	0.053806	-179.841705	-0.068608	111.488785
10.10	0.349898	-0.026416	0.041441	-179.882065	-0.043279	111.499969
10.20	0.350033	-0.026413	0.033128	-179.904037	-0.034605	111.505836
10.30	0.350236	-0.026423	0.029040	-179.938721	-0.018458	111.498657
10.40	0.350378	-0.026429	0.028585	-179.965118	-0.006338	111.499542
